Mat Object: (p_) 2 MPI processes
  type: mpiaij
row 285: (28, -0.37756)  (90, -0.442112)  (276, -0.337517)  (285, 1.15719) 
row 286: (104, -0.302634)  (105, -0.326823)  (233, -0.450791)  (286, 1.08025) 
row 287: (32, -0.218513)  (271, -0.372388)  (287, 1.11066)  (319, -0.519762) 
row 288: (232, -0.556188)  (274, -0.394632)  (288, 1.25465)  (333, -0.303826) 
row 289: (50, -0.391237)  (157, -0.68009)  (289, 1.46052)  (303, -0.389193) 
row 290: (18, -0.456077)  (98, -0.473258)  (191, -0.641314)  (290, 1.57065) 
row 291: (72, -0.433248)  (138, -0.491128)  (144, -0.591568)  (291, 1.51594) 
row 292: (222, -0.332882)  (292, 0.819622)  (334, -0.48674) 
row 293: (3, -0.523363)  (4, -0.369929)  (148, -0.279656)  (293, 1.17295) 
row 294: (124, -0.339841)  (167, -0.403936)  (294, 1.17383)  (335, -0.430057) 
row 295: (66, -0.531827)  (123, -0.54126)  (295, 1.70477)  (496, -0.63168) 
row 296: (109, -0.497281)  (258, -0.476248)  (278, -0.484089)  (296, 1.45762) 
row 297: (50, -0.534874)  (104, -0.460341)  (156, -0.322617)  (297, 1.31783) 
row 298: (205, -0.419174)  (298, 1.35247)  (312, -0.658802)  (330, -0.274493) 
row 299: (106, -0.25851)  (107, -0.36844)  (235, -0.357995)  (299, 0.984945) 
row 300: (88, -0.597811)  (185, -0.318067)  (300, 1.33385)  (310, -0.417971) 
row 301: (5, -0.653603)  (52, -0.476253)  (301, 1.68524)  (310, -0.555385) 
row 302: (6, -0.422234)  (51, -0.441253)  (95, -0.462005)  (302, 1.32549) 
row 303: (94, -0.5323)  (186, -0.343227)  (289, -0.389193)  (303, 1.26472) 
row 304: (91, -0.441594)  (140, -0.38143)  (150, -0.430931)  (304, 1.25396) 
row 305: (71, -0.49696)  (83, -0.224941)  (84, -0.477075)  (305, 1.19898) 
row 306: (11, -0.372351)  (12, -0.457576)  (57, -0.466721)  (306, 1.29665) 
row 307: (79, -0.164034)  (80, -0.535328)  (115, -0.42835)  (307, 1.12771) 
row 308: (2, -0.319691)  (20, -0.403638)  (37, -0.496672)  (308, 1.22) 
row 309: (86, -0.371073)  (122, -0.551848)  (177, -0.456788)  (309, 1.37971) 
row 310: (280, -0.414139)  (300, -0.417971)  (301, -0.555385)  (310, 1.38749) 
